"Name","Address","City_State_ZIP","ZIP","Number_of_Sites","Url","House.district","Senate.district","full_address","lat","long","County"
"Country View Mobile Home Community","134 County Lane West,","Pierron, IL",62273,"122","https://www.mhvillage.com/parks/10160","109","55","134 County Lane West, Pierron, IL 62273",38.7797193,-89.5963593,"Bond County"
"Westside Trailer Park","5132 State Route 13,","Pinckneyville, IL",62274,"Not found","https://www.mhvillage.com/parks/57749","115","58","5132 State Route 13, Pinckneyville, IL 62274",38.084920429664,-89.404658521248,"Perry County"
"Bluff View Mobile Home Park","Oliver St And Connor St,","Prairie Du Rocher, IL",62277,"Not found","https://www.mhvillage.com/parks/107180","115","58","Oliver St And Connor St, Prairie Du Rocher, IL 62277",38.082697004118,-90.094326040751,"Randolph County"
"Cottonwood Trailer Park","10576 Keck Rd,","Saint Jacob, IL",62281,"Not found","https://www.mhvillage.com/parks/107290","109","55","10576 Keck Rd, Saint Jacob, IL 62281",38.720175274052,-89.774938565574,"Madison County"
"Gemini Court","7984 Gemini Ct,","Sparta, IL",62286,"Not found","https://www.mhvillage.com/parks/107380","115","58","7984 Gemini Ct, Sparta, IL 62286",38.098860414745,-89.631132096812,"Randolph County"
"Shady Acres Mobile Home Park","Ellis &Amp; Drew Sts,","Summerfield, IL",62289,"Not found","https://www.mhvillage.com/parks/107366","109","55","Ellis &Amp; Drew Sts, Summerfield, IL 62289",38.596405996287,-89.747576010296,"Saint Clair County"
"Terry's Rental","851 S Minnie St,","Tilden, IL",62292,"Not found","https://www.mhvillage.com/parks/107420","115","58","851 S Minnie St, Tilden, IL 62292",38.210941191316,-89.684061634835,"Randolph County"
"High Meadows Mobile Home Park","426 Red Bird Street,","Troy, IL",62294,"Not found","https://www.mhvillage.com/parks/10986","109","55","426 Red Bird Street, Troy, IL 62294",38.737700660125,-89.892073818432,"Madison County"
"Halfpap Mobile Home Park","Saint Anthony Road,","Quincy, IL",62301,"50","https://www.mhvillage.com/parks/10129","99","50","Saint Anthony Road, Quincy, IL 62301",39.889467439931,-91.319486249308,"Adams County"
"Quarantine Community","4 Testing Parkway,","Quincy, IL",62301,"Not found","https://www.mhvillage.com/parks/125565","99","50","4 Testing Parkway, Quincy, IL 62301",39.933135,-91.3884138,"Adams County"
"Valley View Mobile Home Park","1106-1218 Rim Road,","Quincy, IL",62305,"54","https://www.mhvillage.com/parks/10146","99","50","1106-1218 Rim Road, Quincy, IL 62305",39.916286016775,-91.306243963217,"Adams County"
"Paradise Lane Mobile Home Park","1514 Spring Lake Road,","Quincy, IL",62305,"70","https://www.mhvillage.com/parks/29624","99","50","1514 Spring Lake Road, Quincy, IL 62305",39.992427015674,-91.390152010783,"Adams County"
"Melrose Mobile Home Park","57th And Melrose South,","Quincy, IL",62305,"51","https://www.mhvillage.com/parks/10132","99","50","57th And Melrose South, Quincy, IL 62305",39.917608010544,-91.325495015516,"Adams County"
"Mission Mobil Park","1035 Rim Rd,","Quincy, IL",62305,"Not found","https://www.mhvillage.com/parks/57735","99","50","1035 Rim Rd, Quincy, IL 62305",39.917922709099,-91.306195264359,"Adams County"
"Quincy View","1220 Rim Road,","Quincy, IL",62305,"Not found","https://www.mhvillage.com/parks/128988","99","50","1220 Rim Road, Quincy, IL 62305",39.915858664918,-91.305571699981,"Adams County"
"Town and Country Rentals","1526 Lori Dr,","Quincy, IL",62305,"92","https://www.mhvillage.com/parks/10144","99","50","1526 Lori Dr, Quincy, IL 62305",39.864807426867,-91.391095142528,"Adams County"
"Paradise Lane","1522 Wilkes Avenue,","Quincy, IL",62305,"103","https://www.mhvillage.com/parks/128980","99","50","1522 Wilkes Avenue, Quincy, IL 62305",39.992360756729,-91.389947659983,"Adams County"
"Country Side Mobile Home Park","6560 Us Highway 136,","Colchester, IL",62326,"Not found","https://www.mhvillage.com/parks/57986","94","47","6560 Us Highway 136, Colchester, IL 62326",40.430136998384,-90.780054568676,"McDonough County"
"Leisureland Pleasure Park","27 Leisureland,","Niota, IL",62358,"Not found","https://www.mhvillage.com/parks/57781","94","47","27 Leisureland, Niota, IL 62358",40.621295059389,-91.233955412746,"Hancock County"
"Easy Breeze Mobile Home Park","S. Banker (S. Rt 45),","Effingham, IL",62401,"90","https://www.mhvillage.com/parks/10494","107","54","S. Banker (S. Rt 45), Effingham, IL 62401",39.199,-88.591,"Effingham County"
"Four Seasons Mobile Home Park","92 Four Seasons Est,","Effingham, IL",62401,"150","https://www.mhvillage.com/parks/10495","107","54","92 Four Seasons Est, Effingham, IL 62401",39.090872234242,-88.549883937719,"Effingham County"
"Oak View Mobile Home Park","Catherin,","Altamont, IL",62411,"Not found","https://www.mhvillage.com/parks/10492","107","54","Catherin, Altamont, IL 62411",39.0577787,-88.7442662,"Effingham County"
"Iva Belle Mobile Home Park","North Third Street,","Altamont, IL",62411,"Not found","https://www.mhvillage.com/parks/106614","107","54","North Third Street, Altamont, IL 62411",39.061438764413,-88.750163613974,"Effingham County"
"Greenland Estates","304 NE 15th St Casey Il 62420,","Casey, IL",62420,"Not found","https://www.mhvillage.com/parks/107072","102","51","304 NE 15th St Casey Il 62420, Casey, IL 62420",39.307247429064,-87.976780163603,"Clark County"
"Harlow Mobile Home Park","Daralen Drive,","Marshall, IL",62441,"75","https://www.mhvillage.com/parks/29205","102","51","Daralen Drive, Marshall, IL 62441",39.402013046291,-87.696645000293,"Clark County"
"Prahls Mobile Home Park","320 Clear Creek Drive,","Neoga, IL",62447,"Not found","https://www.mhvillage.com/parks/22799","101","51","320 Clear Creek Drive, Neoga, IL 62447",39.374695230543,-88.466155793731,"Coles County"
"Kincade Acres","4375 E Kincade Ln,","Olney, IL",62450,"Not found","https://www.mhvillage.com/parks/106758","110","55","4375 E Kincade Ln, Olney, IL 62450",38.763978303766,-88.097804648847,"Richland County"
"Southwind Village Mobile Home Park","800 East Southwind Boulevard,","Robinson, IL",62454,"68","https://www.mhvillage.com/parks/10428","102","51","800 East Southwind Boulevard, Robinson, IL 62454",38.993842065797,-87.732315868015,"Crawford County"
"Belden Enterprises Mobile Home Park","Girard &Amp; Spring St,","Saint Elmo, IL",62458,"Not found","https://www.mhvillage.com/parks/107274","110","55","Girard &Amp; Spring St, Saint Elmo, IL 62458",39.027221686983,-88.845105811448,"Fayette County"
"Starwalt Enterprises MHP","East Monroe,","Toledo, IL",62468,"Not found","https://www.mhvillage.com/parks/107108","102","51","East Monroe, Toledo, IL 62468",39.276440342386,-88.243215630556,"Cumberland County"
"Vandalia Mobile Home Park","1410 West Saint Louis Avenue,","Vandalia, IL",62471,"Not found","https://www.mhvillage.com/parks/10506","110","55","1410 West Saint Louis Avenue, Vandalia, IL 62471",38.956112395486,-89.109890372078,"Fayette County"
"Hyde Park Manufactured Housing Community","1210 Dowining Street,","Decatur, IL",62521,"182","https://www.mhvillage.com/parks/10884","88","44","1210 Dowining Street, Decatur, IL 62521",39.795796451995,-88.974066324986,"Macon County"
"Park City Mobile Home Park","3200 North Delta Avenue,","Decatur, IL",62526,"519","https://www.mhvillage.com/parks/10888","96","48","3200 North Delta Avenue, Decatur, IL 62526",39.881846662556,-88.942683641306,"Macon County"
"Kemmerling","Highway 104,","Kincaid, IL",62540,"Not found","https://www.mhvillage.com/parks/107142","95","48","Highway 104, Kincaid, IL 62540",39.585314738086,-89.412032508952,"Christian County"
"Richwood Manor","200 North Pine Stret,","Pana, IL",62557,"70","https://www.mhvillage.com/parks/10272","107","54","200 North Pine Stret, Pana, IL 62557",39.391353404797,-89.069347106418,"Christian County"
"Taylorville's Valley View Mobile Home Park","913 North Taylorville Boulevard,","Taylorville, IL",62568,"65","https://www.mhvillage.com/parks/10276","107","54","913 North Taylorville Boulevard, Taylorville, IL 62568",39.558575893547,-89.309606398134,"Christian County"
"Timberli Lake Estates","27668 Timberli Rd,","Girard, IL",62640,"60","https://www.mhvillage.com/parks/11664","108","54","27668 Timberli Rd, Girard, IL 62640",39.396012485677,-89.878585073109,"Macoupin County"
"Prairie Knolls","Blacks Lane,","Jacksonville, IL",62650,"163","https://www.mhvillage.com/parks/11112","99","50","Blacks Lane, Jacksonville, IL 62650",39.729331307793,-90.196325957776,"Morgan County"
"Tallula Trailer Court","Chestnut &Amp; Yates,","Tallula, IL",62688,"Not found","https://www.mhvillage.com/parks/107120","108","54","Chestnut &Amp; Yates, Tallula, IL 62688",39.94184998327,-89.937930959248,"Menard County"
"Virden Village Mobile Home Park","South Emmett St,","Virden, IL",62690,"Not found","https://www.mhvillage.com/parks/107112","108","54","South Emmett St, Virden, IL 62690",39.496819147053,-89.763005742581,"Macoupin County"
"Grant Mobile Home Park","3401 East Ridge Avenue,","Springfield, IL",62702,"90","https://www.mhvillage.com/parks/11265","95","48","3401 East Ridge Avenue, Springfield, IL 62702",39.820817019707,-89.601754699648,"Sangamon County"
"Bissell Village Mobile Home Park","198 Gem St.,","Springfield, IL",62707,"180","https://www.mhvillage.com/parks/11251","95","48","198 Gem St., Springfield, IL 62707",39.849633160758,-89.590205533994,"Sangamon County"
"Lincoln Place","1236 North Oaklane Road Lot 317,","Springfield, IL",62707,"322","https://www.mhvillage.com/parks/11270","96","48","1236 North Oaklane Road Lot 317, Springfield, IL 62707",39.820358864879,-89.546962366228,"Sangamon County"
"Country Estates Mobile Home Park","3500 Hazlett Road,","Springfield, IL",62707,"38","https://www.mhvillage.com/parks/11706","108","54","3500 Hazlett Road, Springfield, IL 62707",39.85233528067,-89.736801828135,"Sangamon County"
"Deerwood Mobile Home Park","1755 West Mccord St Rt 161,","Centralia, IL",62801,"100","https://www.mhvillage.com/parks/10298","110","55","1755 West Mccord St Rt 161, Centralia, IL 62801",38.534354054618,-89.175208112772,"Clinton County"
"Brookside Mobile Home Park","1350 South Brookside Street,","Centralia, IL",62801,"128","https://www.mhvillage.com/parks/10994","110","55","1350 South Brookside Street, Centralia, IL 62801",38.511441577464,-89.148542345105,"Clinton County"
"East Winds Mobile Home Park","14 Eastwinds Trail,","Centralia, IL",62801,"Not found","https://www.mhvillage.com/parks/37094","110","55","14 Eastwinds Trail, Centralia, IL 62801",38.557438937099,-89.157453568736,"Clinton County"
"Park Street Mobile Home Park","Park St,","Central City, IL",62801,"Not found","https://www.mhvillage.com/parks/107034","110","55","Park St, Central City, IL 62801",38.550107334383,-89.133585284856,"Marion County"
"Richmond Heights","331 S Morrison St,","Centralia, IL",62801,"Not found","https://www.mhvillage.com/parks/58017","110","55","331 S Morrison St, Centralia, IL 62801",38.544202204116,-89.121669544429,"Marion County"
"Rend Lake Mobile Home Park","231 South Court231 South Court St #12,","Benton, IL",62812,"52","https://www.mhvillage.com/parks/10518","116","58","231 South Court231 South Court St #12, Benton, IL 62812",37.991348215375,-88.950698249485,"Franklin County"
"Franklin & Franklin Mh Park","119 Walnut St NE,","Clay City, IL",62824,"Not found","https://www.mhvillage.com/parks/57990","110","55","119 Walnut St NE, Clay City, IL 62824",38.691903029999,-88.352697002272,"Clay County"
"Crossroads Mobile Home Park","7672 State  Route 154 Lot 601,","Du Quoin, IL",62832,"29","https://www.mhvillage.com/parks/57943","115","58","7672 State  Route 154 Lot 601, Du Quoin, IL 62832",38.083051013799,-89.242195025665,"Perry County"
"Kinmundy Estates Mobile Home Park","613 S State,","Kinmundy, IL",62854,"Not found","https://www.mhvillage.com/parks/106986","110","55","613 S State, Kinmundy, IL 62854",38.7515762,-88.8271566,"Marion County"
"McLeansboro Mobile Estates","705 Kath St,","McLeansboro, IL",62859,"Not found","https://www.mhvillage.com/parks/107282","116","58","705 Kath St, McLeansboro, IL 62859",38.0855387,-88.5292525,"Hamilton County"
"Cherry Street Estates","1901 N Cherry St Lot 35,","Mount Carmel, IL",62863,"110","https://www.mhvillage.com/parks/11507","116","58","1901 N Cherry St Lot 35, Mount Carmel, IL 62863",38.429062011851,-87.767006302144,"Wabash County"
"Perry's Mobile Home Park","9568 Wabash 10 Avenue,","Mount Carmel, IL",62863,"Not found","https://www.mhvillage.com/parks/11510","116","58","9568 Wabash 10 Avenue, Mount Carmel, IL 62863",38.38743769023,-87.811198210256,"Wabash County"
"Rolling Meadow Mobile Home Community","16584 North Il Highway 37,","Mount Vernon, IL",62864,"13","https://www.mhvillage.com/parks/11723","116","58","16584 North Il Highway 37, Mount Vernon, IL 62864",38.366549903698,-88.917707246224,"Jefferson County"
"Country View Mobile Home Park","2502 Norton Rd,","Odin, IL",62870,"Not found","https://www.mhvillage.com/parks/107386","110","55","2502 Norton Rd, Odin, IL 62870",38.563479554879,-89.087145793279,"Marion County"
"Country View Mobile Home Park","2502 Norton Rd,","Odin, IL",62870,"Not found","https://www.mhvillage.com/parks/107388","110","55","2502 Norton Rd, Odin, IL 62870",38.563479554879,-89.087145793279,"Marion County"
"Southern Gardens Mh Park","2501 S Broadway Ave,","Salem, IL",62881,"71","https://www.mhvillage.com/parks/57711","110","55","2501 S Broadway Ave, Salem, IL 62881",38.60801451309,-88.943362743102,"Marion County"
"Country School Mobile Village","2804 State Route 37,","Salem, IL",62881,"Not found","https://www.mhvillage.com/parks/57712","110","55","2804 State Route 37, Salem, IL 62881",38.594658979327,-88.940069693591,"Marion County"
"West Haven Mobile Home Park","Casey St Lot W,","Woodlawn, IL",62898,"Not found","https://www.mhvillage.com/parks/57621","116","58","Casey St Lot W, Woodlawn, IL 62898",38.330758585127,-89.037954055846,"Jefferson County"
"Reed Station Mobile Home Park","142 Brandon Circle,","Carbondale, IL",62901,"68","https://www.mhvillage.com/parks/10625","118","59","142 Brandon Circle, Carbondale, IL 62901",37.754739829225,-89.16373194622,"Jackson County"
"Hocbriar Mobile Home Estates","590 Haney Rd,","Carbondale, IL",62901,"Not found","https://www.mhvillage.com/parks/58048","118","59","590 Haney Rd, Carbondale, IL 62901",37.767031703571,-89.160798723978,"Jackson County"
"The Orchards","200 Paradise Acres Road,","Carterville, IL",62918,"Not found","https://www.mhvillage.com/parks/11595","118","59","200 Paradise Acres Road, Carterville, IL 62918",37.765768485966,-89.116588434724,"Williamson County"
"C K Wheelers Mh Park","5546 Wheeler Ln,","Carterville, IL",62918,"Not found","https://www.mhvillage.com/parks/58033","118","59","5546 Wheeler Ln, Carterville, IL 62918",37.73922899167,-89.055906976134,"Williamson County"
"Hickory Leaf Mobile Home Park","10015 North Wolf Creek Road,","Carterville, IL",62918,"Not found","https://www.mhvillage.com/parks/11594","118","59","10015 North Wolf Creek Road, Carterville, IL 62918",37.74008863966,-89.058741735787,"Williamson County"
"Evergreen Park","200 S Granger St # 221,","Harrisburg, IL",62946,"Not found","https://www.mhvillage.com/parks/57870","117","59","200 S Granger St # 221, Harrisburg, IL 62946",37.735854439774,-88.544932310931,"Saline County"
"Watkins Mobile Home Park","110 N Acre Ln # 450,","Jonesboro, IL",62952,"Not found","https://www.mhvillage.com/parks/57850","118","59","110 N Acre Ln # 450, Jonesboro, IL 62952",37.457362812691,-89.26549604594,"Union County"
"South Court Mobile Home Park","1810 Wolff Drive,","Marion, IL",62959,"Not found","https://www.mhvillage.com/parks/11612","118","59","1810 Wolff Drive, Marion, IL 62959",37.717438641804,-88.94854921333,"Williamson County"
"Hidden Acres Mobile Home Park","114 Hidden Acres Road,","Metropolis, IL",62960,"39","https://www.mhvillage.com/parks/11716","117","59","114 Hidden Acres Road, Metropolis, IL 62960",37.148811374288,-88.65835234632,"Massac County"
"Grand Oaks","Haydn's Dr,","Metropolis, IL",62960,"Not found","https://www.mhvillage.com/parks/107018","117","59","Haydn's Dr, Metropolis, IL 62960",37.15193833255,-88.716000670668,"Massac County"
"Green Oaks","Haydn's Dr,","Metropolis, IL",62960,"Not found","https://www.mhvillage.com/parks/107016","117","59","Haydn's Dr, Metropolis, IL 62960",37.15193833255,-88.716000670668,"Massac County"
"Green Acres","2417 New Era Rd,","Murphysboro, IL",62966,"Not found","https://www.mhvillage.com/parks/57790","118","59","2417 New Era Rd, Murphysboro, IL 62966",37.760513661318,-89.245064570217,"Jackson County"
